age,height_cm,weight_kg,income,bmi,bmi_category
74,174.7,73.7,115473.39,24.15,Normal
71,166.3,70.8,187026.08,25.60,Overweight
27,170.1,75.3,11480.13,26.02,Overweight
78,179.9,80.0,87379.97,24.72,Normal
57,175.7,73.6,28744.86,23.84,Normal
41,175.6,76.2,200000.00,24.71,Normal
55,183.4,84.8,173681.25,25.21,Overweight
88,165.1,59.4,200000.00,21.79,Normal
80,163.1,68.3,102947.47,25.68,Overweight
78,164.9,63.6,70507.73,23.39,Normal
51,168.2,66.3,34802.82,23.43,Normal
75,153.5,55.5,29155.23,23.55,Normal
46,168.5,69.1,24335.31,24.34,Normal
68,166.2,63.0,87168.33,22.81,Normal
64,175.5,73.1,200000.00,23.73,Normal
36,172.5,73.0,36266.55,24.53,Normal
37,165.8,66.6,26099.32,24.23,Normal
22,174.1,73.9,13155.89,24.38,Normal
28,175.1,72.6,62317.70,23.68,Normal
49,164.6,67.1,151163.76,24.77,Normal
52,166.5,69.7,158130.02,25.14,Overweight
30,154.4,60.2,172883.49,25.25,Overweight
48,162.4,64.6,72667.12,24.49,Normal
62,164.8,68.0,54227.75,25.04,Overweight
34,170.5,72.4,158546.84,24.91,Normal
42,163.4,72.1,18411.36,27.00,Overweight
44,166.4,70.1,33624.76,25.32,Overweight
54,161.4,62.3,200000.00,23.92,Normal
44,171.2,67.6,19008.34,23.06,Normal
71,173.0,71.0,48473.18,23.72,Normal
41,172.8,70.7,88254.14,23.68,Normal
49,170.1,71.0,53863.43,24.54,Normal
45,159.2,58.7,140681.54,23.16,Normal
31,165.7,69.5,197380.50,25.31,Overweight
68,167.1,62.8,76993.49,22.49,Normal
35,167.2,62.2,174701.61,22.25,Normal
39,170.5,69.4,21676.20,23.87,Normal
75,180.0,75.2,43390.38,23.21,Normal
87,175.7,70.3,200000.00,22.77,Normal
66,163.1,61.9,200000.00,23.27,Normal
84,174.7,71.0,15843.79,23.26,Normal
80,174.5,73.1,49428.98,24.01,Normal
53,164.4,63.0,56514.10,23.31,Normal
74,175.9,72.6,72740.34,23.46,Normal
41,168.9,68.5,157379.71,24.01,Normal
51,160.1,64.6,200000.00,25.20,Overweight
57,173.2,76.4,51712.40,25.47,Overweight
88,171.5,71.0,137250.84,24.14,Normal
79,168.4,68.7,89603.96,24.23,Normal
53,169.7,68.6,49058.10,23.82,Normal
65,165.0,66.8,10844.75,24.54,Normal
32,174.3,74.1,125041.95,24.39,Normal
76,169.7,73.1,86202.34,25.38,Overweight
58,171.2,64.7,70998.11,22.07,Normal
56,172.5,70.7,20674.14,23.76,Normal
73,161.9,63.9,200000.00,24.38,Normal
64,163.7,64.2,57354.29,23.96,Normal
23,154.5,54.5,17899.72,22.83,Normal
39,174.0,68.8,15485.97,22.72,Normal
30,161.5,65.0,91996.28,24.92,Normal
71,170.9,67.8,94495.08,23.21,Normal
20,172.6,66.2,32960.63,22.22,Normal
32,174.2,75.4,75821.78,24.85,Normal
61,161.6,64.1,91183.02,24.55,Normal
68,169.5,68.6,56710.29,23.88,Normal
54,181.7,76.5,26597.47,23.17,Normal
80,182.0,79.2,118776.47,23.91,Normal
85,176.9,78.8,106260.24,25.18,Overweight
27,172.4,66.5,83340.53,22.37,Normal
87,163.0,59.1,23609.86,22.24,Normal
62,175.0,71.6,15090.93,23.38,Normal
64,168.9,68.4,53564.93,23.98,Normal
24,173.9,71.1,115426.85,23.51,Normal
63,165.6,67.7,127530.89,24.69,Normal
70,168.8,71.7,84602.74,25.16,Overweight
60,171.1,71.1,33335.21,24.29,Normal
24,171.7,72.4,24245.63,24.56,Normal
56,173.5,73.1,49246.72,24.28,Normal
86,165.9,66.1,49668.82,24.02,Normal
70,160.6,58.0,135448.13,22.49,Normal
28,181.4,75.9,32468.81,23.07,Normal
88,187.4,80.2,34989.17,22.84,Normal
87,173.1,71.5,200000.00,23.86,Normal
30,160.7,62.7,200000.00,24.28,Normal
76,164.6,60.7,22590.30,22.40,Normal
47,173.6,72.5,187522.66,24.06,Normal
61,179.4,74.6,18216.53,23.18,Normal
50,161.5,59.4,33830.75,22.77,Normal
75,169.1,66.8,37479.87,23.36,Normal
90,171.4,67.1,46627.50,22.84,Normal
76,176.1,76.2,87339.58,24.57,Normal
85,167.6,66.9,55028.38,23.82,Normal
87,159.1,63.2,86945.16,24.97,Normal
24,174.3,71.6,34826.07,23.57,Normal
36,177.9,74.7,70022.97,23.60,Normal
70,169.4,74.5,53682.83,25.96,Overweight
61,172.8,66.8,14332.45,22.37,Normal
21,166.7,70.5,77225.69,25.37,Overweight
24,164.1,69.6,54514.83,25.85,Overweight
55,177.2,77.7,26298.30,24.75,Normal
62,172.7,70.6,34112.54,23.67,Normal
30,173.4,76.4,34873.75,25.41,Overweight
30,180.5,77.2,40108.82,23.70,Normal
27,162.6,61.3,200000.00,23.19,Normal
59,166.1,65.0,200000.00,23.56,Normal
18,171.1,68.5,10000.00,23.40,Normal
59,166.0,63.3,77585.45,22.97,Normal
52,175.5,77.3,118093.80,25.10,Overweight
52,168.7,66.0,41163.58,23.19,Normal
67,163.1,63.8,115273.10,23.98,Normal
56,170.5,65.4,200000.00,22.50,Normal
71,171.2,70.4,14546.72,24.02,Normal
73,176.5,71.3,56396.59,22.89,Normal
85,172.8,68.1,200000.00,22.81,Normal
76,173.2,71.7,16412.35,23.90,Normal
55,172.2,74.3,45074.37,25.06,Overweight
53,168.7,69.6,33396.98,24.46,Normal
35,165.0,66.9,128859.99,24.57,Normal
61,172.0,70.6,146078.53,23.86,Normal
28,167.7,66.5,57865.28,23.65,Normal
85,181.8,81.7,51470.63,24.72,Normal
79,179.4,75.6,10641.80,23.49,Normal
26,174.4,75.5,179958.32,24.82,Normal
75,172.6,75.2,36385.61,25.24,Overweight
26,169.4,66.3,43988.60,23.10,Normal
70,161.2,60.3,119876.59,23.21,Normal
24,168.5,66.5,59731.69,23.42,Normal
53,170.7,65.5,123406.13,22.48,Normal
66,171.6,69.3,86064.08,23.53,Normal
71,173.3,76.0,60065.24,25.31,Overweight
48,176.4,71.5,66116.71,22.98,Normal
85,165.2,69.5,18201.93,25.47,Overweight
74,165.2,64.2,43725.91,23.52,Normal
33,180.2,84.3,132643.54,25.96,Overweight
66,175.4,71.8,22270.14,23.34,Normal
71,167.3,66.7,26265.98,23.83,Normal
42,169.2,66.0,22654.56,23.05,Normal
71,169.3,66.7,57401.22,23.27,Normal
83,170.2,73.5,176672.72,25.37,Overweight
77,173.3,73.5,81815.52,24.47,Normal
73,187.7,87.6,10000.00,24.86,Normal
64,171.3,66.5,89638.55,22.66,Normal
37,174.6,75.1,33587.10,24.63,Normal
76,158.2,57.2,79080.56,22.86,Normal
44,166.6,62.6,43705.45,22.55,Normal
56,178.6,77.3,23048.76,24.23,Normal
40,172.8,72.3,46885.04,24.21,Normal
40,150.0,54.2,33605.84,24.09,Normal
29,174.7,75.4,65954.59,24.71,Normal
88,183.4,83.3,22524.83,24.77,Normal
28,156.0,62.8,18169.24,25.81,Overweight
24,180.6,74.7,96630.72,22.90,Normal
86,150.6,58.9,135636.51,25.97,Overweight
58,176.6,80.5,84274.14,25.81,Overweight
49,169.9,68.2,27886.07,23.63,Normal
71,153.6,51.6,25686.36,21.87,Normal
45,173.1,67.8,27052.59,22.63,Normal
27,178.1,74.7,111427.98,23.55,Normal
71,172.5,77.5,23795.08,26.04,Overweight
30,174.1,72.8,110792.54,24.02,Normal
58,167.1,65.2,88697.87,23.35,Normal
87,157.0,57.1,152319.04,23.17,Normal
86,174.8,69.4,130172.54,22.71,Normal
44,182.2,82.3,81484.52,24.79,Normal
74,177.9,75.7,13332.57,23.92,Normal
62,156.1,64.8,86586.03,26.59,Overweight
52,159.4,62.9,55475.92,24.76,Normal
28,164.1,67.1,35733.71,24.92,Normal
45,158.8,59.8,170378.91,23.71,Normal
65,170.3,66.3,43633.31,22.86,Normal
90,172.8,69.0,31047.52,23.11,Normal
18,160.0,57.3,137506.83,22.38,Normal
70,175.4,76.6,34724.29,24.90,Normal
79,174.2,71.7,29680.17,23.63,Normal
87,166.2,69.2,18130.30,25.05,Overweight
48,168.8,68.8,23899.67,24.15,Normal
26,156.4,57.8,25818.02,23.63,Normal
37,167.7,64.0,87441.13,22.76,Normal
80,170.1,70.3,19982.52,24.30,Normal
82,171.2,69.7,10000.00,23.78,Normal
64,172.7,74.3,65688.89,24.91,Normal
26,171.7,68.6,28260.55,23.27,Normal
26,168.1,69.7,49273.32,24.67,Normal
52,172.0,75.9,158570.20,25.66,Overweight
60,177.0,76.0,53325.43,24.26,Normal
20,169.3,71.1,194548.60,24.81,Normal
68,172.2,72.9,47025.54,24.58,Normal
57,168.7,74.0,123752.53,26.00,Overweight
18,165.5,66.9,30549.20,24.42,Normal
24,173.7,74.5,55088.70,24.69,Normal
51,166.1,66.1,21592.62,23.96,Normal
70,172.7,69.3,24028.58,23.24,Normal
78,170.2,65.9,40846.58,22.75,Normal
49,167.9,71.5,15124.90,25.36,Overweight
39,167.7,64.5,57710.95,22.93,Normal
88,166.4,68.7,38074.28,24.81,Normal
51,158.5,61.5,61753.15,24.48,Normal
41,172.7,74.3,15335.20,24.91,Normal
50,171.6,69.1,94027.01,23.47,Normal
18,175.9,71.9,200000.00,23.24,Normal
40,166.3,67.5,190547.75,24.41,Normal
55,183.3,79.8,200000.00,23.75,Normal
85,167.3,63.5,51946.32,22.69,Normal
71,163.9,70.3,36413.08,26.17,Overweight
75,163.0,61.4,77544.21,23.11,Normal
57,157.9,56.9,40351.36,22.82,Normal
26,180.7,77.6,10439.84,23.77,Normal
46,179.6,81.2,104521.48,25.17,Overweight
90,174.2,66.3,40490.25,21.85,Normal
21,163.7,67.8,13348.52,25.30,Overweight
82,182.7,77.4,31644.65,23.19,Normal
67,167.5,68.1,41327.53,24.27,Normal
38,168.1,65.8,50535.31,23.29,Normal
74,180.1,83.8,51084.62,25.84,Overweight
79,174.6,73.5,171424.13,24.11,Normal
21,185.4,80.4,15679.22,23.39,Normal
25,171.7,69.9,43601.57,23.71,Normal
66,167.2,67.4,22668.03,24.11,Normal
90,165.7,66.4,154868.20,24.18,Normal
19,157.1,60.5,30165.97,24.51,Normal
66,168.0,67.7,36692.64,23.99,Normal
27,178.0,71.9,128605.40,22.69,Normal
65,174.2,71.8,164732.07,23.66,Normal
63,170.1,71.3,188177.22,24.64,Normal
24,163.0,61.8,11395.53,23.26,Normal
67,171.6,72.7,77219.01,24.69,Normal
83,177.1,75.4,63760.14,24.04,Normal
81,173.0,71.2,47747.15,23.79,Normal
20,171.2,73.9,53087.12,25.21,Overweight
35,164.4,59.7,159050.15,22.09,Normal
35,176.1,72.4,127326.33,23.35,Normal
51,150.0,57.7,112083.59,25.64,Overweight
28,172.7,77.1,60234.53,25.85,Overweight
80,188.0,91.7,200000.00,25.94,Overweight
74,159.4,61.1,34864.27,24.05,Normal
77,168.3,69.4,11677.43,24.50,Normal
32,169.9,71.7,39381.78,24.84,Normal
19,166.8,70.6,52666.89,25.38,Overweight
84,177.3,76.4,161561.96,24.30,Normal
39,173.3,74.9,31567.96,24.94,Normal
65,171.1,71.6,77799.12,24.46,Normal
84,175.6,75.6,13230.21,24.52,Normal
20,170.1,66.7,132330.04,23.05,Normal
18,192.3,87.8,53170.86,23.74,Normal
18,171.1,68.7,38842.79,23.47,Normal
29,171.4,66.9,200000.00,22.77,Normal
21,158.0,55.0,130966.21,22.03,Normal
77,166.2,65.0,19612.46,23.53,Normal
62,178.0,75.2,45311.93,23.73,Normal
89,160.7,62.3,200000.00,24.12,Normal
76,154.9,59.3,200000.00,24.71,Normal
88,170.2,70.1,114742.42,24.20,Normal
35,179.6,76.6,10000.00,23.75,Normal
39,170.3,66.9,165829.18,23.07,Normal
80,167.6,70.0,28229.18,24.92,Normal
35,157.0,58.9,164545.83,23.90,Normal
22,173.2,70.7,26091.81,23.57,Normal
66,174.6,72.6,77631.21,23.81,Normal
76,157.5,57.3,28099.97,23.10,Normal
88,177.9,74.4,36055.91,23.51,Normal
85,175.4,72.1,87531.61,23.44,Normal
26,177.9,75.1,15256.63,23.73,Normal
74,174.1,74.7,200000.00,24.64,Normal
79,174.6,74.4,19836.50,24.41,Normal
68,173.6,77.0,18862.73,25.55,Overweight
77,176.1,78.1,87763.30,25.18,Overweight
79,157.3,65.3,159935.41,26.39,Overweight
50,159.5,62.7,37363.36,24.65,Normal
20,164.8,66.8,19062.07,24.60,Normal
51,169.1,67.2,21799.39,23.50,Normal
32,172.7,74.1,19786.61,24.84,Normal
26,172.3,69.3,65982.18,23.34,Normal
27,177.8,71.5,46947.76,22.62,Normal
68,178.0,80.6,73352.19,25.44,Overweight
54,163.9,60.7,69436.00,22.60,Normal
57,171.7,72.1,104994.09,24.46,Normal
72,164.1,62.0,34573.01,23.02,Normal
58,168.7,71.7,25729.51,25.19,Overweight
63,172.3,75.0,57551.93,25.26,Overweight
24,150.0,55.6,47585.69,24.71,Normal
80,186.9,87.6,62782.72,25.08,Overweight
50,174.0,72.7,26350.34,24.01,Normal
29,165.8,72.7,89123.10,26.45,Overweight
77,183.5,83.1,17313.51,24.68,Normal
71,167.6,64.7,33638.69,23.03,Normal
21,170.9,70.3,138125.16,24.07,Normal
32,166.6,66.2,18062.53,23.85,Normal
19,181.6,78.4,128668.81,23.77,Normal
37,169.3,63.8,14067.03,22.26,Normal
25,171.0,71.3,12004.96,24.38,Normal
69,178.4,72.2,13033.81,22.69,Normal
56,174.1,65.2,55542.50,21.51,Normal
89,169.6,68.0,96414.75,23.64,Normal
72,177.8,73.6,160029.42,23.28,Normal
62,187.8,82.1,148949.41,23.28,Normal
55,172.2,61.9,108684.78,20.87,Normal
21,170.8,67.5,23651.30,23.14,Normal
23,171.2,69.8,23466.41,23.81,Normal
62,179.2,75.2,101599.24,23.42,Normal
18,165.8,67.1,179684.15,24.41,Normal
21,168.1,72.0,19766.65,25.48,Overweight
33,159.2,62.4,160231.94,24.62,Normal
82,161.7,65.8,10000.00,25.17,Overweight
51,166.4,69.8,71019.58,25.21,Overweight
69,169.6,66.0,45540.25,22.95,Normal
48,182.4,81.2,41606.33,24.41,Normal
30,173.8,75.5,51427.19,24.99,Normal
45,163.6,62.9,23188.72,23.50,Normal
24,164.9,62.9,74700.99,23.13,Normal
74,179.6,79.0,52805.99,24.49,Normal
31,177.9,71.5,116024.73,22.59,Normal
45,170.2,66.3,200000.00,22.89,Normal
89,166.9,64.9,56050.23,23.30,Normal
61,177.9,77.3,23931.04,24.42,Normal
51,163.0,64.4,17955.81,24.24,Normal
57,172.7,74.7,200000.00,25.05,Overweight
75,185.9,80.2,200000.00,23.21,Normal
36,171.4,67.6,111125.20,23.01,Normal
64,164.6,66.6,52767.29,24.58,Normal
81,172.9,69.4,104133.32,23.22,Normal
59,166.7,64.9,161748.37,23.35,Normal
50,160.2,56.0,28670.30,21.82,Normal
28,174.9,74.3,51358.93,24.29,Normal
36,177.8,80.5,18474.86,25.46,Overweight
87,167.8,64.5,44516.84,22.91,Normal
57,167.4,70.3,200000.00,25.09,Overweight
39,163.3,63.8,131988.66,23.92,Normal
48,169.0,63.3,56459.81,22.16,Normal
60,166.1,63.5,10000.00,23.02,Normal
57,162.9,60.8,27710.45,22.91,Normal
69,183.2,79.6,54827.31,23.72,Normal
36,173.3,73.3,41169.63,24.41,Normal
65,174.0,78.2,51496.73,25.83,Overweight
50,176.2,70.2,62199.93,22.61,Normal
86,175.4,72.4,30929.50,23.53,Normal
29,167.1,64.3,49662.25,23.03,Normal
28,171.9,67.1,43707.69,22.71,Normal
51,168.1,68.1,26552.94,24.10,Normal
55,173.1,71.9,200000.00,24.00,Normal
68,172.4,65.9,32564.10,22.17,Normal
47,167.3,67.2,10000.00,24.01,Normal
84,160.7,58.4,200000.00,22.61,Normal
52,171.0,70.2,23344.81,24.01,Normal
27,168.6,72.0,112386.13,25.33,Overweight
26,156.8,60.4,27091.64,24.57,Normal
89,173.6,72.9,83460.49,24.19,Normal
27,176.8,73.4,47879.64,23.48,Normal
87,187.7,84.8,123016.78,24.07,Normal
38,167.3,68.9,41251.57,24.62,Normal
24,166.2,67.7,27722.24,24.51,Normal
40,162.2,62.8,63012.99,23.87,Normal
62,171.5,71.2,35437.85,24.21,Normal
49,171.4,66.6,10000.00,22.67,Normal
75,164.3,62.6,29098.08,23.19,Normal
62,168.8,70.5,200000.00,24.74,Normal
47,156.1,61.0,10000.00,25.03,Overweight
64,176.5,75.0,62113.78,24.08,Normal
88,164.6,69.5,40181.90,25.65,Overweight
48,169.8,70.7,200000.00,24.52,Normal
29,160.0,60.7,18395.18,23.71,Normal
47,165.9,62.4,54772.93,22.67,Normal
79,168.0,72.1,92721.55,25.55,Overweight
33,169.9,71.6,42549.06,24.80,Normal
87,173.4,77.6,25058.80,25.81,Overweight
60,180.1,84.3,49011.08,25.99,Overweight
61,175.1,69.7,37844.15,22.73,Normal
41,176.7,71.1,37748.69,22.77,Normal
85,180.1,69.3,115545.47,21.37,Normal
20,174.0,75.4,71856.97,24.90,Normal
39,169.7,71.1,82155.45,24.69,Normal
48,177.1,75.6,67308.70,24.10,Normal
52,177.5,71.9,118618.84,22.82,Normal
52,174.5,72.8,161718.43,23.91,Normal
28,159.8,61.8,38628.14,24.20,Normal
34,164.1,67.0,104537.41,24.88,Normal
24,168.1,68.6,15571.67,24.28,Normal
59,175.5,75.9,10000.00,24.64,Normal
43,169.9,68.9,200000.00,23.87,Normal
59,178.0,79.6,37040.07,25.12,Overweight
61,179.2,79.0,62755.65,24.60,Normal
69,178.4,72.8,16598.77,22.87,Normal
57,178.4,80.6,15923.78,25.32,Overweight
65,162.7,67.2,26321.17,25.39,Overweight
60,173.4,73.6,89177.70,24.48,Normal
65,165.7,66.7,31410.26,24.29,Normal
63,158.5,65.3,36959.09,25.99,Overweight
41,168.0,62.8,25583.89,22.25,Normal
35,179.3,80.9,142769.62,25.16,Overweight
75,173.2,70.6,109256.68,23.53,Normal
43,184.1,84.6,32339.51,24.96,Normal
58,171.2,70.7,92548.02,24.12,Normal
32,187.1,80.3,40097.33,22.94,Normal
49,171.2,68.9,36900.63,23.51,Normal
56,170.2,72.6,47812.32,25.06,Overweight
63,161.0,61.6,89204.69,23.76,Normal
56,177.8,74.0,22399.61,23.41,Normal
44,166.5,64.6,78584.79,23.30,Normal
88,165.5,67.7,200000.00,24.72,Normal
55,179.0,82.2,58958.40,25.65,Overweight
77,178.1,69.7,51633.43,21.97,Normal
71,177.9,84.4,46352.36,26.67,Overweight
58,167.5,67.9,76892.90,24.20,Normal
82,169.6,70.8,11735.98,24.61,Normal
27,169.6,67.7,200000.00,23.54,Normal
85,175.5,73.9,120915.42,23.99,Normal
80,180.9,79.1,27993.12,24.17,Normal
54,172.6,68.4,51439.97,22.96,Normal
71,183.8,78.7,30277.64,23.30,Normal
55,176.3,78.1,65453.14,25.13,Overweight
37,168.4,63.4,52838.43,22.36,Normal
76,175.8,75.5,61423.54,24.43,Normal
35,181.9,78.3,19816.87,23.66,Normal
40,184.0,78.4,32415.41,23.16,Normal
55,178.3,82.2,140256.81,25.86,Overweight
79,170.2,66.7,30926.42,23.03,Normal
46,168.5,64.8,10000.00,22.82,Normal
54,174.0,72.1,43661.02,23.81,Normal
21,181.7,76.9,200000.00,23.29,Normal
26,173.0,71.8,107341.24,23.99,Normal
22,173.2,72.5,29556.15,24.17,Normal
23,170.4,70.4,47773.99,24.25,Normal
81,167.7,67.1,92194.13,23.86,Normal
79,168.9,66.4,10292.30,23.28,Normal
77,170.9,72.0,23140.17,24.65,Normal
22,182.0,79.2,71559.92,23.91,Normal
23,168.3,66.5,200000.00,23.48,Normal
38,170.4,74.1,33670.84,25.52,Overweight
59,163.9,64.1,200000.00,23.86,Normal
42,175.0,76.8,25358.95,25.08,Overweight
53,179.6,81.1,10000.00,25.14,Overweight
30,181.4,82.8,97656.16,25.16,Overweight
71,171.4,72.6,81319.19,24.71,Normal
40,174.0,72.7,96988.16,24.01,Normal
22,168.9,68.3,93636.23,23.94,Normal
72,173.7,71.7,59418.05,23.76,Normal
83,172.2,64.7,39610.31,21.82,Normal
19,170.4,71.8,40993.09,24.73,Normal
49,171.0,70.9,33038.11,24.25,Normal
78,173.2,74.5,34871.55,24.83,Normal
69,167.9,67.3,10000.00,23.87,Normal
80,168.3,70.0,16762.53,24.71,Normal
48,182.0,75.4,43161.28,22.76,Normal
45,189.0,82.2,10000.00,23.01,Normal
69,161.6,55.2,10000.00,21.14,Normal
29,161.2,62.0,37009.29,23.86,Normal
35,163.3,61.7,44546.13,23.14,Normal
61,169.3,66.1,37712.94,23.06,Normal
66,176.3,75.6,10000.00,24.32,Normal
26,174.1,71.5,200000.00,23.59,Normal
55,171.2,66.0,13727.70,22.52,Normal
44,173.7,80.0,23943.05,26.51,Overweight
54,165.2,65.4,16061.61,23.96,Normal
87,168.3,64.7,160959.18,22.84,Normal
23,169.9,67.3,73061.47,23.31,Normal
90,158.9,60.1,32658.47,23.80,Normal
50,161.9,62.4,30653.07,23.81,Normal
74,162.1,67.0,58771.49,25.50,Overweight
48,175.3,73.5,16283.04,23.92,Normal
40,171.7,76.3,70434.87,25.88,Overweight
74,174.3,71.6,30515.74,23.57,Normal
68,157.1,60.5,79813.95,24.51,Normal
28,159.6,64.2,77414.44,25.20,Overweight
69,174.6,76.7,29305.42,25.16,Overweight
72,150.5,58.3,10000.00,25.74,Overweight
46,178.6,75.7,40040.05,23.73,Normal
85,157.2,59.3,13565.06,24.00,Normal
64,175.9,66.8,53666.78,21.59,Normal
42,163.8,63.8,39690.36,23.78,Normal
18,177.3,78.7,29453.94,25.04,Overweight
67,192.5,91.6,15580.45,24.72,Normal
33,154.1,56.7,145493.77,23.88,Normal
73,174.9,78.5,33238.50,25.66,Overweight
56,157.3,58.2,200000.00,23.52,Normal
52,173.0,69.7,51596.80,23.29,Normal
29,168.6,66.8,68611.04,23.50,Normal
69,170.9,66.7,51796.05,22.84,Normal
30,163.6,66.1,67995.23,24.70,Normal
48,175.5,74.8,133679.03,24.29,Normal
79,159.9,63.2,135074.53,24.72,Normal
85,178.7,75.4,10196.82,23.61,Normal
90,167.1,66.8,107982.66,23.92,Normal
87,160.2,55.1,78213.99,21.47,Normal
58,181.2,79.9,51641.52,24.33,Normal
32,169.5,69.2,200000.00,24.09,Normal
79,183.4,77.4,200000.00,23.01,Normal
76,178.5,76.2,112861.30,23.92,Normal
90,164.4,64.1,30656.43,23.72,Normal
65,169.4,74.2,17095.04,25.86,Overweight
28,170.8,66.8,98591.31,22.90,Normal
54,180.7,79.4,169966.81,24.32,Normal
50,173.1,68.6,10000.00,22.89,Normal
79,171.2,68.7,132912.13,23.44,Normal
46,168.6,69.1,39751.36,24.31,Normal
41,169.6,68.4,10000.00,23.78,Normal
23,179.1,77.0,76285.25,24.00,Normal
78,170.0,70.4,113348.94,24.36,Normal
73,167.2,65.6,36445.18,23.47,Normal
21,166.0,68.8,19305.77,24.97,Normal
49,166.1,65.3,200000.00,23.67,Normal
53,160.2,61.3,27391.96,23.89,Normal
52,164.7,66.2,141960.39,24.40,Normal
85,180.5,78.9,12810.66,24.22,Normal
28,168.6,70.2,72706.26,24.70,Normal
40,174.9,74.4,70865.20,24.32,Normal
31,152.6,57.3,109738.19,24.61,Normal
35,174.0,71.7,191657.14,23.68,Normal
84,168.9,65.3,24040.89,22.89,Normal
86,166.6,62.3,79895.56,22.45,Normal
21,171.3,65.4,14615.93,22.29,Normal
64,166.5,71.8,14467.42,25.90,Overweight
34,155.1,51.1,29711.13,21.24,Normal
32,176.5,78.3,72270.61,25.13,Overweight
39,171.7,68.3,200000.00,23.17,Normal
32,167.8,71.1,200000.00,25.25,Overweight
53,163.2,57.3,36329.16,21.51,Normal
90,159.7,60.5,65825.28,23.72,Normal
60,171.6,75.0,116830.94,25.47,Overweight
70,181.3,81.0,99570.65,24.64,Normal
54,171.4,69.5,42927.47,23.66,Normal
19,160.3,55.8,53544.74,21.72,Normal
24,171.6,66.7,45279.76,22.65,Normal
37,169.6,73.2,41449.94,25.45,Overweight
35,176.0,73.3,36772.62,23.66,Normal
79,174.2,72.6,44895.18,23.92,Normal
79,150.0,54.9,34701.76,24.40,Normal
80,173.8,68.6,17995.96,22.71,Normal
64,163.0,65.0,108673.21,24.46,Normal
58,160.0,60.2,79571.42,23.52,Normal
65,168.7,69.2,200000.00,24.32,Normal
47,172.9,70.0,69727.11,23.42,Normal
66,158.5,55.6,34355.39,22.13,Normal
75,174.9,72.1,28452.36,23.57,Normal
73,175.3,75.7,52177.56,24.63,Normal
62,170.3,70.8,82237.44,24.41,Normal
22,163.9,64.6,40116.33,24.05,Normal
70,163.1,66.5,13313.67,25.00,Normal
44,177.2,74.7,25710.87,23.79,Normal
72,159.4,61.1,50817.74,24.05,Normal
57,177.5,74.2,97346.65,23.55,Normal
82,168.8,71.3,13128.45,25.02,Overweight
42,169.3,69.7,63471.95,24.32,Normal
85,158.0,58.2,61009.56,23.31,Normal
79,169.0,64.1,33301.56,22.44,Normal
42,174.3,76.2,29482.39,25.08,Overweight
53,160.6,59.7,25773.11,23.15,Normal
56,173.5,72.5,56755.28,24.08,Normal
74,170.6,76.9,137849.13,26.42,Overweight
68,165.5,68.1,146940.69,24.86,Normal
80,176.0,79.2,18182.16,25.57,Overweight
45,154.6,55.7,42255.84,23.30,Normal
54,172.4,74.5,10000.00,25.07,Overweight
49,181.3,79.0,55162.80,24.03,Normal
84,180.1,78.9,85618.91,24.32,Normal
40,172.7,77.6,200000.00,26.02,Overweight
60,167.9,66.8,10016.28,23.70,Normal
26,165.5,65.8,18779.56,24.02,Normal
80,167.9,64.9,56925.66,23.02,Normal
46,173.8,75.2,11651.95,24.90,Normal
42,164.3,63.1,58382.37,23.38,Normal
60,175.3,76.8,87595.12,24.99,Normal
54,184.9,77.1,15781.91,22.55,Normal
79,169.6,70.7,56336.91,24.58,Normal
56,160.6,60.0,16794.19,23.26,Normal
55,160.6,64.1,172415.33,24.85,Normal
25,175.4,73.8,60220.00,23.99,Normal
19,169.6,67.4,28105.50,23.43,Normal
47,176.1,73.3,16406.80,23.64,Normal
90,166.3,63.8,70970.03,23.07,Normal
84,175.8,76.7,169722.54,24.82,Normal
63,168.9,65.3,24969.86,22.89,Normal
64,164.9,64.5,33661.10,23.72,Normal
46,167.2,68.1,25408.82,24.36,Normal
30,161.6,67.5,200000.00,25.85,Overweight
18,183.9,81.1,10000.00,23.98,Normal
42,169.3,68.1,159024.28,23.76,Normal
41,174.5,73.9,35607.09,24.27,Normal
31,166.2,60.1,46878.98,21.76,Normal
36,162.6,59.9,36798.31,22.66,Normal
19,168.4,66.9,62032.83,23.59,Normal
62,177.7,73.6,25924.91,23.31,Normal
85,166.4,61.7,129614.91,22.28,Normal
68,163.9,67.0,134440.31,24.94,Normal
50,171.1,71.0,20634.30,24.25,Normal
48,173.5,72.7,91171.58,24.15,Normal
40,181.5,77.0,36276.80,23.37,Normal
28,172.5,71.7,52378.34,24.10,Normal
61,174.5,74.6,197286.86,24.50,Normal
59,175.0,72.7,27259.23,23.74,Normal
18,161.9,64.2,115113.37,24.49,Normal
48,163.3,61.6,75447.40,23.10,Normal
38,162.4,63.6,41988.58,24.11,Normal
30,160.7,65.4,69594.55,25.32,Overweight
69,175.6,77.7,62526.70,25.20,Overweight
56,172.0,75.0,17628.29,25.35,Overweight
64,170.6,70.7,28961.62,24.29,Normal
70,151.9,55.5,19517.19,24.05,Normal
89,184.4,80.3,38980.68,23.62,Normal
76,163.7,58.9,167763.42,21.98,Normal
63,184.4,77.6,84347.74,22.82,Normal
82,159.9,60.9,13772.76,23.82,Normal
52,164.3,64.5,39094.90,23.89,Normal
89,154.6,61.6,61700.09,25.77,Overweight
73,172.5,75.4,97680.57,25.34,Overweight
